doi,paragraph,synthesis_label
10.1002/bkcs.11225,"Before Cu electrodeposition, a Ti foil substrate (Sejin, 2 ℅ 2 cm2, thickness: 0.1 mm) was ultrasonicated in 30% ethanol solution for 2 min to remove organic residues. Then the substrate was immersed in a 6 M HCl solution at 70 C for 30 min to eliminate the native oxide. The electrolyte for Cu electrodeposition consisted of 0.12 M CuSO4 5H2O (99.0%, Daejung, Siheung-si, Korea), 0.5 M H2SO4 (95.0%, Junsei, Toyko, Japan), 1.2 M (NH4)2SO4 (99.0%, Alfa Aesar, Haverhill, Massachusetts, USA), and 0.4 mM BTA (98.5%, Daejung).34 Electrodeposition was performed in a conventional three-electrode system composed of the Ti foil as the working electrode, a Pt wire as the counter electrode, and a saturated calomel electrode (SCE, KCl saturated) as the reference electrode. The Ti foil was sealed in a lab-made Teflon cell with an area of 1.13 cm2 exposed to the electrolyte. The Cu foam on the Ti foil substrate was fabricated using two chronopotentiometry steps, at ?2.5 mA/cm2 for 60 s and at ?1200 mA/cm2 for 40 s, which were controlled using a potentiostat (Autolab PGSTAT302N, Metrohm, Herisau, Swiss). After careful washing with deionized water, the Cu foam was immersed in an Ag displacement solution consisting of 0.05 M AgNO3 (99.9%, Alfa Aesar), 0.5 M (NH4)2SO4 (99.0%, Alfa Aesar), and 3.5 M NH4OH (28.0%, Sigma-Aldrich, St. Louis, Missouri, USA) for 10 min at room temperature.35 Ag displacement was conducted without and with the additives BTA (98.5%, Daejung), PVP (average mol. wt. 40 000, Sigma-Aldrich), and NA (95%, SigmaAldrich). All the electrolytes used to fabricate the Ag/Cu foams were purged by N2 gas (99.995%) flow for 30 min before the experiments. To image the morphologies of the Ag/Cu foams, field emission scanning electron microscopy (FESEM, SIGMA, Carl Zeiss, Oberkochen, Germany) was used. The crystal structure was analyzed using X-ray diffraction (XRD, New D8 Advance, Bruker-AXS, Billerica, Massachusetts, USA). The surface properties of the Ag/Cu foams were investigated using anodic scans in linear sweep voltammetry (LSV) in a 0.1 M KOH solution at a scan rate of 1 mV/s. Electrochemical CO2 conversion by the Ag/Cu foams was performed using an H-type cell (Pine Research Instrumentation, Durham, North Carolina, USA). The cell capacity was 25 mL for both the cathode and anode parts, which were separated by a proton-conducting membrane (Nafion, Wilmington, Delaware, USA NRE-212). The cathode part contained an Ag/Cu foam as a working electrode and an SCE as a reference electrode. The exposed area of the working electrode was fixed at 0.5 cm2. The anode part contained Pt gauze as a counter electrode. KHCO3 (99.5%, Daejung, 0.1 M) at a pH of 6.8 was used for both the catholyte and anolyte, which were purged by N2 gas for 30 min. Then, the catholyte was purged by CO2 gas (99.995%) at a rate of 300 sccm for at least 45 min before the activity measurement. To maintain CO2 saturation during the experiment, CO2 gas was continuously injected into the catholyte at a rate of 10 sccm, ensuring that the product gases entered the sampling loop for gas chromatography (GC, Agilent 7890A). The chronoamperometry method was adopted to analyze the catalytic activity of the Ag/Cu foams at various potentials for 30 min. The CO concentration generated at the cathode was measured by a flame ionization detector (FID) in the GC instrument. Then, the CO Faradaic efficiency was obtained by calculating the concentration of generated CO and the amount of electrochemically applied charge.",1
10.1002/cctc.201901748,"This article is protected by copyright. All rights reserved. mM CuSO45H2O, 0.48 M NaH2PO2H2O and 0.034 M Na3C6H5O72H2O at -1.1 V (vs Ag/AgCl) for 20 min at 70⊥, with the plating bath pH adjusted to ca. 8 using a NH4OH solution. The Cu-B film was chemically deposited according to the following procedures: 60 ml of a 12 mM CuSO45H2O + 0.034 M Na3C6H5O72H2O solution was prepared, and its pH was adjusted to ca. 10.5 and its temperature was controlled at 55 ～C; 2 mL of 0.1 g mL-1 DMAB solution prepared with cold water was injected quickly into the above CuSO4 precursor solution under stirring, followed by placement of the polished Cu foil for 5 min.",1
10.1002/celc.201500421,"The polymer films were prepared by coating a copper foil (0.5 mm thick, 99.9985 % (metals basis) [Alfa Aesar (catalog number 11392)] and a carbon rod (3 mm diameter ? 30 m, 99.999 %) [Strem Chemicals, UK (catalog number 930605)] . The surfaces of these supports were prepared by grinding with a 400 grit silicon carbide paper followed by ultrasonication to detach leftover abrasive particles from the surface. The Cu and C electrodes were further washed in dichloromethane (99.8 + %, Acros Organics), air dried, and dipcoated with P4VP by immersing the electrode in a 100 mg mL⊿1 polymer solution in dichloromethane for 60 s and slow (0.5 mm s⊿1) withdrawal. The thickness of the resulting P4VP films on Cu was 2 1 mm, as estimated by using ellipsometry (a-SE, J. A. Woollam Co.). The polymer-coated electrode was air-dried and soaked in 0.1 m KHCO3 for 2每3 h to remove residual dichloromethane and to form CuII每polymer complexes. Afterwards, to protect the polymer coating from dissolution during electrolysis, the electrode was dipped for 1 s in a 0.1 % Nafion solution (water diluted 5 % Nafion solution from Aldrich) and dried overnight.",1
10.1002/celc.201600068,"Copper foil (99.9999 %) was cut into electrodes of 2 cm ? 2 cm squares and cleaned by sonicating for 30 min in acetone, followed by isopropanol, and finally in deionized water. The electrodes were then electropolished in concentrated phosphoric acid at a potential of 2.0 V for 5 min with a copper-foil counter electrode. Next, the electrodes were rinsed with deionized water and dried with a stream of nitrogen. Nanostructuring of electropolished polycrystalline copper was carried out in situ prior to carrying out the electroreduction of CO2 in a 0.1 m KHCO3 solution containing 4 mm",1
10.1002/celc.201900971,"Wiley VCH Mittwoch, 31.07.2019 1915 / 143061 [S. 3928/3932] 1 controllability and simplicity, according to a method explained in the experimental section.[3c,d,g,8] A CuSO4 solution was used as the precursor for Cu2+ ions. The deposition was performed at a fixed current density of 0.8 mAcm 2 at pH 12 and a controlled temperature of 60 ～C. X-ray diffraction (XRD) confirmed the deposition of a Cu2O layer with a selective (111) orientation, consistent with previous electrodeposition studies performed at pH 12 (Figure S3, a).[3c,8a,9] Electrodes with four different loadings were prepared by varying the deposition time until a total charge of 0.5 Ccm 2, 1 Ccm 2, 3 Ccm 2, or 5 Ccm 2 was applied, corresponding to a theoretical catalyst loading ranging from 0.37 to 3.7 mgcm 2 (Table 1).",1
10.1002/celc.201900971,"The electrodes used as cathodes were synthesized with the method of electrodeposition using a GDL substrate. The desired GDEs were prepared by applying a fixed current in a 0.5 M CuSO4 solution (VWR chemicals) containing 3.0 M lactic acid (VWR Chemicals) and NaOH (pellets, Merck).[3c,8b] Cu2O films were electrodeposited via the reduction of the copper (II) lactate (Cu(CH3CHOHCOO)2) complex in an alkaline solution of pH 12. The lactic acid was added in the solution to form Cu(CH3CHOHCOO)2 preventing precipitation of Cu (OH)2 in the basic electrolyte solution. By complexing with the lactate ion, copper was stabilized, and the pH was raised to alkaline values by adding NaOH, at a controlled temperature of 60 ～C. The formed complex was reduced to CuOH, which was further transformed to Cu2O upon dehydration. [8a,14] The Cu2O formation reactions are the following:",1
10.1002/celc.201900971,"The electrodes used in the setup were a Pt mesh (99.9%, Alfa Aesar) counter electrode, Ag/AgCl (Metrohm, stored in 3 M KCl) reference electrode, and a 5 cm2 gas diffusion layer (Sigracet 29BC, FuelCellStore) working electrode. The deposition was performed at a fixed current of 0.8 mA until a total charge of 0.5 Ccm 2, 1 Ccm 2, 3 Ccm 2, or 5 Ccm 2 was passed. The catalyst loading obtained in this preparation carried out in a galvanostatic mode, was determined by the duration of the experiment, hence the total charge passed through the electrode.[3g] After the deposition, the electrode was thoroughly rinsed with MilliQ water (18.2 Mohmcm) and left to dry in open air.",1
10.1002/celc.201901381,"The CuSn alloy NPs supported on the NG were synthesized via a hydrothermal method followed by the pyrolysis under the nitrogen atmosphere, yielding a uniform dispersion of the alloy NPs (Figure 1a). The NG nanosheets were selected as the support in a range of applications including oxygen reduction,[24] lithium storage,[25] water oxidation,[26] fuel cell,[27] ratios of Cu to Sn. (e-g) XPS spectra of whole spectrum (e), Cu (f) and Sn (g) for CuSn alloy NPs on NG with various ratios of Cu to Sn. 2ChemElectroChem 2019, 6, 1每8 www.chemelectrochem.org ? 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim",1
10.1002/celc.201901381,"Synthesis of CuSn alloy nanoparticles on nitrogen doped graphene. The CuSn alloy NPs supported on NG were synthesized via the hydrothermal method and pyrolysis. Typically, 10 mg graphene oxide powder was dispersed in 20 mL dimethylformamide (DMF) by sonication, following by adding 10 mL DMF solution with various concentration of Cu(NO3)2﹞2H2O, SnCl4 and 0.5 g dicyandiamide. The mixed solution was stirred for 30 min and then transferred into 50 mL autoclave. The autoclave was placed at 200 ～C for 4 h. After cooling to room temperature, the products were collected by centrifuged, and washed with ethanol and deionized water separately. The CuSn NPs on NG were obtained by annealing in nitrogen at 900 ～C for 2 h after freeze drying. The total mass of Cu and Sn precursors was 0.2 g and the weight of Cu salt ranged from 0.16 g to 0.04 g (Table S1). Pure Cu and pure Sn nanoparticles on NG were also prepared as controls.",1
10.1002/celc.201901730,"This article is protected by copyright. All rights reserved. salts were dissolved in 20 mL of EG to form solution 1, and 1280 mg of NaOH was dissolved in 24 mL of EG and 4 mL of H2O to form solution 2. Then, solution 2 was added into solution 1 drop by drop. After 10 min of vigorous agitation, the mixture was then transferred into a Teflon vessel (volume 100 mL). The Teflon vessel was put in a microwave oven (Milestone STARTSynth, Milestone Inc., Shelton, Connecticut) and connected to pressure and temperature probes. The mixture was irradiated for 10 min at 180 ～C (Max. 900 W), and then was cooled to ambient temperature. The precipitate was separated by centrifuge and washed twice with H2O and once with ethanol. The powder sample was finally obtained by vacuum dry at 60 ～C overnight.",1
10.1002/celc.202001504,"Nanosized CuO catalysts were prepared by the template-assisted homogeneous precipitation method.[10] Copper chloride dihydrate (CuCl2 ﹞ 2H2O) and polyvinyl pyrrolidone (PVP) were employed as precursor and template, respectively. A certain gram of the precursor and the template were mixed and dissolved in 100 ml of deionized water under stirring to form a uniform solution. The mixtures were treated with ultrasound for 15 min, followed by the addition of 2 ml of NH3 ﹞H2O into the solution. A certain amount of NaOH solution (1 M) was added to the solution under stirring to obtain light blue precipitates. The precipitates were then filtered and washed several times using deionized water and ethanol. The precipitates were subsequently dried at 60 ～C and calcined at 200每 500 ～C in a muffle furnace to obtain the desired CuO catalysts. The samples calcined at varied temperatures were labeled as CuO X, where X denoted the calcination temperature. Schematic illustration of the manufacturing process of the nanostructured CuO by the template-assisted homogeneous precipitation can be found in Scheme 1 and Figure S7. CuO particles were deposited on carbon paper substrate with a geometric size of 1 cm℅1 cm to form electrode for electrochemical tests. The loading of CuO on the substrate is 100 mg/cm2.",1
10.1002/celc.202100013,"SnO2/CuO NCs electrocatalysts with rich heterointerfaces were prepared by co-precipitation and subsequent calcination methods. In a typical process, the total molar amount of metal ions is 5 mmol. CuCl2 and SnCl2 with a certain molar ratio (seeing Table S1 for details) were added into 50 mL of deionized water to obtain a homogeneous emulsion solution under continuous stirring for 1 h. Then concentrated ammonia hydroxide was added dropwise to the above solution until neutral. After vigorously stirring for another 2 h, the resultant precipitate was centrifugated, washed with deionized water and ethanol, and then dried overnight in a vacuum oven at 80 ～C. Afterwards, the precipitate was annealed at 400 ～C for 2 h in a muffle furnace. Finally, a series of SnO2/CuO NCs were obtained after naturally cooling to room temperature. As comparisons, the pure SnO2 and CuO were also synthesized by the similar method. In addition, the SnO2 CuO physical mixture was obtained by grinding the pure SnO2 and CuO in an agate mortar for 30 minutes.",1
10.1002/celc.202100268,"The CuxPd100-x nanocatalysts used for the CO2 electrochemical reduction were prepared from polyol method assisted by microwave irradiation[42] and their compositions were tuned by the atomic ratios (Cu2+/Pd2+ =100:0, 90 :10, 70 :30, 50 :50, 30 :70, 10 :90, 0 : 100, respectively) of the metal precursors. They were dispersed in carbon black (Vulcan XC 72R, Cabot), as support and to target a metal loading of 40 wt.%. Basically, metal precursors (CuCl2, Alfa Aesar and K2PdCl4, Alfa Aesar) with different atomic ratios were dissolved in 100 mL diethylene glycol (DEG, Alfa Aesar) that acts both as a solvent and a reducing agent under 30 min stirring at 25 ～C. The pH value was adjusted at 11 with 2.0 molL 1 NaOH in DEG prior to add the desired amount of carbon substrate (Vulcan XC72R), which is previously treated under N2 atmosphere at 400 ～C for 4 h. The mixture was then maintained under vigorous stirring (1000 rpm) for 15 min in order to have a homogeneous suspension. Afterwards the mixture was rapidly heated in the microwave oven (CEM, Synthesis Technology Inside) with the power output of 1600 W irradiation at 185 ～C under N2 gas flowing (1.0 bar) for 30 min. Finally, the mixture was filtered on a 0.22 米m GSWP (FisherBioblock paper) and washed several times with ultra-pure water (18.2 M次 cm, 20 ～C). The remaining material (CuxPd100 x/C) was then dried in an oven at 70 ～C for 12 h.",1
10.1002/celc.202100623,"As schematically illustrated in Figure 1, the Cu3Sn@Cu-SnO2 catalyst was fabricated by a facile hydrothermal method using Cu nanowire as template. Firstly, copper nanowires (Cu NWs) array was in-situ formed on the Cu foam (CF). After that, the surrounding Cu NWs was transformed into Cu3Sn alloy via a hydrothermal method in virtue of the neighbouring Sn source. Noted that the amorphous SnO2 shell was concomitantly developed on the Cu3Sn alloy surface because the Sn atom was prone to aggregating and oxidizing on the outer layer for low surface energy.[22] For the inner Cu3Sn core, the subsequent diffusion of Sn atoms from the inner to the outer layer as well as the residual Cu atoms both contributes to the formation of amorphous Cu doped SnO2 shell. Therefore, a unique coreshell-type Cu3Sn@Cu-SnO2 NWs hierarchical structure was obtained.",1
